current seq_region name,new seq_region name,INSDC accession,Notes
AS2_scf7180000686943,KL639146,KL639146,
AS2_scf7180000686944,KL639147,KL639147,
AS2_scf7180000686945,KL639148,KL639148,
AS2_scf7180000686946,KL639149,KL639149,
AS2_scf7180000686947,KL639150,KL639150,
AS2_scf7180000686948,KL639151,KL639151,
AS2_scf7180000686949,KL639152,KL639152,
AS2_scf7180000686950,KL639153,KL639153,
AS2_scf7180000686951,KE523855,KE523855,
AS2_scf7180000686952,KE523856,KE523856,
AS2_scf7180000686953,KE523857,KE523857,
AS2_scf7180000686954,KL639154,KL639154,
AS2_scf7180000686955,KE523858,KE523858,
AS2_scf7180000686956,KL639155,KL639155,
AS2_scf7180000686957,KL639156,KL639156,
AS2_scf7180000686958,KL639157,KL639157,
AS2_scf7180000686959,KL639158,KL639158,
AS2_scf7180000686960,KL639159,KL639159,
AS2_scf7180000686961,KL639160,KL639160,
AS2_scf7180000686962,KL639161,KL639161,
AS2_scf7180000686963,KE523859,KE523859,
AS2_scf7180000686964,KL639162,KL639162,
AS2_scf7180000686965,KL639163,KL639163,
AS2_scf7180000686966,KL639164,KL639164,
AS2_scf7180000686967,KL639165,KL639165,
AS2_scf7180000686968,KL639166,KL639166,
AS2_scf7180000686969,KL639167,KL639167,
AS2_scf7180000686970,KL639168,KL639168,
AS2_scf7180000686971,KL639169,KL639169,
AS2_scf7180000686972,KL639170,KL639170,
AS2_scf7180000686973,KL639171,KL639171,
AS2_scf7180000686974,KL639172,KL639172,
AS2_scf7180000686975,KL639173,KL639173,
AS2_scf7180000686976,KL639174,KL639174,
AS2_scf7180000686977,KE523860,KE523860,
AS2_scf7180000686978,KL639175,KL639175,
AS2_scf7180000686979,KL639176,KL639176,
AS2_scf7180000686980,KL639177,KL639177,
AS2_scf7180000686981,KL639178,KL639178,
AS2_scf7180000686982,KL639179,KL639179,
AS2_scf7180000686983,KL639180,KL639180,
AS2_scf7180000686984,KL639181,KL639181,
AS2_scf7180000686985,KL639182,KL639182,
AS2_scf7180000686986,KE523861,KE523861,
AS2_scf7180000686987,KL639183,KL639183,
AS2_scf7180000686988,KE523862,KE523862,
AS2_scf7180000686989,KL639184,KL639184,
AS2_scf7180000686990,KL639185,KL639185,
AS2_scf7180000686991,KL639186,KL639186,
AS2_scf7180000686992,KL639187,KL639187,
AS2_scf7180000686993,KL639188,KL639188,
AS2_scf7180000686994,KL639189,KL639189,
AS2_scf7180000686995,KL639190,KL639190,
AS2_scf7180000686996,KL639191,KL639191,
AS2_scf7180000686997,KE523863,KE523863,
AS2_scf7180000686998,KL639192,KL639192,
AS2_scf7180000686999,KL639193,KL639193,
AS2_scf7180000687000,KL639194,KL639194,
AS2_scf7180000687001,KL639195,KL639195,
AS2_scf7180000687002,KL639196,KL639196,
AS2_scf7180000687003,KL639197,KL639197,
AS2_scf7180000687004,KL639198,KL639198,
AS2_scf7180000687005,KL639199,KL639199,
AS2_scf7180000687006,KL639200,KL639200,
AS2_scf7180000687007,KL639201,KL639201,
AS2_scf7180000687008,KL639202,KL639202,
AS2_scf7180000687009,KL639203,KL639203,
AS2_scf7180000687010,KL639204,KL639204,
AS2_scf7180000687011,KL639205,KL639205,
AS2_scf7180000687012,KL639206,KL639206,
AS2_scf7180000687013,KL639207,KL639207,
AS2_scf7180000687014,KL639208,KL639208,
AS2_scf7180000687015,KL639209,KL639209,
AS2_scf7180000687016,KL639210,KL639210,
AS2_scf7180000687017,KL639211,KL639211,
AS2_scf7180000687018,KL639212,KL639212,
AS2_scf7180000687019,KL639213,KL639213,
AS2_scf7180000687020,KL639214,KL639214,
AS2_scf7180000687021,KE523864,KE523864,
AS2_scf7180000687022,KE523865,KE523865,
AS2_scf7180000687023,KL639215,KL639215,
AS2_scf7180000687024,KL639216,KL639216,
AS2_scf7180000687025,KL639217,KL639217,
AS2_scf7180000687026,KL639218,KL639218,
AS2_scf7180000687027,KL639219,KL639219,
AS2_scf7180000687028,KL639220,KL639220,
AS2_scf7180000687029,KL639221,KL639221,
AS2_scf7180000687030,KE523866,KE523866,
AS2_scf7180000687031,KL639222,KL639222,
AS2_scf7180000687032,KL639223,KL639223,
AS2_scf7180000687033,KE523867,KE523867,
AS2_scf7180000687034,KL639224,KL639224,
AS2_scf7180000687035,KL639225,KL639225,
AS2_scf7180000687036,KL639226,KL639226,
AS2_scf7180000687037,KL639227,KL639227,
AS2_scf7180000687038,KE523868,KE523868,
AS2_scf7180000687039,KE523869,KE523869,
AS2_scf7180000687040,KL639228,KL639228,
AS2_scf7180000687041,KL639229,KL639229,
AS2_scf7180000687042,KL639230,KL639230,
AS2_scf7180000687043,KL639231,KL639231,
AS2_scf7180000687044,KL639232,KL639232,
AS2_scf7180000687045,KL639233,KL639233,
AS2_scf7180000687046,KL639234,KL639234,
AS2_scf7180000687047,KL639235,KL639235,
AS2_scf7180000687048,KL639236,KL639236,
AS2_scf7180000687049,KL639237,KL639237,
AS2_scf7180000687050,KL639238,KL639238,
AS2_scf7180000687051,KL639239,KL639239,
AS2_scf7180000687052,KE523870,KE523870,
AS2_scf7180000687053,KL639240,KL639240,
AS2_scf7180000687054,KL639241,KL639241,
AS2_scf7180000687055,KL639242,KL639242,
AS2_scf7180000687056,KL639243,KL639243,
AS2_scf7180000687057,KL639244,KL639244,
AS2_scf7180000687058,KL639245,KL639245,
AS2_scf7180000687059,KL639246,KL639246,
AS2_scf7180000687060,KL639247,KL639247,
AS2_scf7180000687061,KL639248,KL639248,
AS2_scf7180000687062,KL639249,KL639249,
AS2_scf7180000687063,KL639250,KL639250,
AS2_scf7180000687064,KL639251,KL639251,
AS2_scf7180000687065,KL639252,KL639252,
AS2_scf7180000687066,KL639253,KL639253,
AS2_scf7180000687067,KL639254,KL639254,
AS2_scf7180000687068,KL639255,KL639255,
AS2_scf7180000687069,KL639256,KL639256,
AS2_scf7180000687070,KL639257,KL639257,
AS2_scf7180000687071,KL639258,KL639258,
AS2_scf7180000687072,KL639259,KL639259,
AS2_scf7180000687073,KL639260,KL639260,
AS2_scf7180000687074,KL639261,KL639261,
AS2_scf7180000687075,KL639262,KL639262,
AS2_scf7180000687076,KL639263,KL639263,
AS2_scf7180000687077,KL639264,KL639264,
AS2_scf7180000687078,KL639265,KL639265,
AS2_scf7180000687079,KL639266,KL639266,
AS2_scf7180000687080,KL639267,KL639267,
AS2_scf7180000687081,KL639268,KL639268,
AS2_scf7180000687082,KL639269,KL639269,
AS2_scf7180000687083,KE523871,KE523871,
AS2_scf7180000687084,KL639270,KL639270,
AS2_scf7180000687085,KE523872,KE523872,
AS2_scf7180000687086,KL639271,KL639271,
AS2_scf7180000687087,KL639272,KL639272,
AS2_scf7180000687088,KL639273,KL639273,
AS2_scf7180000687089,KL639274,KL639274,
AS2_scf7180000687090,KL639275,KL639275,
AS2_scf7180000687091,KL639276,KL639276,
AS2_scf7180000687092,KL639277,KL639277,
AS2_scf7180000687093,KL639278,KL639278,
AS2_scf7180000687094,KL639279,KL639279,
AS2_scf7180000687095,KL639280,KL639280,
AS2_scf7180000687096,KL639281,KL639281,
AS2_scf7180000687097,KL639282,KL639282,
AS2_scf7180000687098,KL639283,KL639283,
AS2_scf7180000687099,KL639284,KL639284,
AS2_scf7180000687100,KL639285,KL639285,
AS2_scf7180000687101,KL639286,KL639286,
AS2_scf7180000687102,KL639287,KL639287,
AS2_scf7180000687103,KL639288,KL639288,
AS2_scf7180000687104,KL639289,KL639289,
AS2_scf7180000687105,KL639290,KL639290,
AS2_scf7180000687106,KL639291,KL639291,
AS2_scf7180000687107,KL639292,KL639292,
AS2_scf7180000687108,KL639293,KL639293,
AS2_scf7180000687109,KL639294,KL639294,
AS2_scf7180000687110,KL639295,KL639295,
AS2_scf7180000687111,KL639296,KL639296,
AS2_scf7180000687112,KL639297,KL639297,
AS2_scf7180000687113,KL639298,KL639298,
AS2_scf7180000687114,KL639299,KL639299,
AS2_scf7180000687115,KE523873,KE523873,
AS2_scf7180000687116,KL639300,KL639300,
AS2_scf7180000687117,KL639301,KL639301,
AS2_scf7180000687118,KL639302,KL639302,
AS2_scf7180000687119,KL639303,KL639303,
AS2_scf7180000687120,KL639304,KL639304,
