current seq_region name,new seq_region name,INSDC accession,Notes
supercont3.127,DS231939,DS231939,
supercont3.1270,DS233082,DS233082,
supercont3.1271,DS233083,DS233083,
supercont3.1272,DS233084,DS233084,
supercont3.1273,DS233085,DS233085,
supercont3.1274,DS233086,DS233086,
supercont3.1275,DS233087,DS233087,
supercont3.1276,DS233088,DS233088,
supercont3.1277,DS233089,DS233089,
supercont3.1278,DS233090,DS233090,
supercont3.1279,DS233091,DS233091,
supercont3.128,DS231940,DS231940,
supercont3.1280,DS233092,DS233092,
supercont3.1281,DS233093,DS233093,
supercont3.1282,DS233094,DS233094,
supercont3.1283,DS233095,DS233095,
supercont3.1284,DS233096,DS233096,
supercont3.1285,DS233097,DS233097,
supercont3.1286,DS233098,DS233098,
supercont3.1287,DS233099,DS233099,
supercont3.1288,DS233100,DS233100,
supercont3.1289,DS233101,DS233101,
supercont3.129,DS231941,DS231941,
supercont3.1290,DS233102,DS233102,
supercont3.1291,DS233103,DS233103,
supercont3.1292,DS233104,DS233104,
supercont3.1293,DS233105,DS233105,
supercont3.1294,DS233106,DS233106,
supercont3.1295,DS233107,DS233107,
supercont3.1296,DS233108,DS233108,
supercont3.1297,DS233109,DS233109,
supercont3.1298,DS233110,DS233110,
supercont3.1299,DS233111,DS233111,
supercont3.13,DS231825,DS231825,
supercont3.130,DS231942,DS231942,
supercont3.1300,DS233112,DS233112,
supercont3.1301,DS233113,DS233113,
supercont3.1302,DS233114,DS233114,
supercont3.1303,DS233115,DS233115,
supercont3.1304,DS233116,DS233116,
supercont3.1305,DS233117,DS233117,
supercont3.1306,DS233118,DS233118,
supercont3.1307,DS233119,DS233119,
supercont3.1308,DS233120,DS233120,
supercont3.1309,DS233121,DS233121,
supercont3.131,DS231943,DS231943,
supercont3.1310,DS233122,DS233122,
supercont3.1311,DS233123,DS233123,
supercont3.1312,DS233124,DS233124,
supercont3.1313,DS233125,DS233125,
supercont3.1314,DS233126,DS233126,
supercont3.1315,DS233127,DS233127,
supercont3.1316,DS233128,DS233128,
supercont3.1317,DS233129,DS233129,
supercont3.1318,DS233130,DS233130,
supercont3.1319,DS233131,DS233131,
supercont3.132,DS231944,DS231944,
supercont3.1320,DS233132,DS233132,
supercont3.1321,DS233133,DS233133,
supercont3.1322,DS233134,DS233134,
supercont3.1323,DS233135,DS233135,
supercont3.1324,DS233136,DS233136,
supercont3.1325,DS233137,DS233137,
supercont3.1326,DS233138,DS233138,
supercont3.1327,DS233139,DS233139,
supercont3.1328,DS233140,DS233140,
supercont3.1329,DS233141,DS233141,
supercont3.133,DS231945,DS231945,
supercont3.1330,DS233142,DS233142,
supercont3.1331,DS233143,DS233143,
supercont3.1332,DS233144,DS233144,
supercont3.1333,DS233145,DS233145,
supercont3.1334,DS233146,DS233146,
supercont3.1335,DS233147,DS233147,
supercont3.1336,DS233148,DS233148,
supercont3.1337,DS233149,DS233149,
supercont3.1338,DS233150,DS233150,
supercont3.1339,DS233151,DS233151,
supercont3.134,DS231946,DS231946,
supercont3.1340,DS233152,DS233152,
supercont3.1341,DS233153,DS233153,
supercont3.1342,DS233154,DS233154,
supercont3.1343,DS233155,DS233155,
supercont3.1344,DS233156,DS233156,
supercont3.1345,DS233157,DS233157,
supercont3.1346,DS233158,DS233158,
supercont3.1347,DS233159,DS233159,
supercont3.1348,DS233160,DS233160,
supercont3.1349,DS233161,DS233161,
supercont3.135,DS231947,DS231947,
supercont3.1350,DS233162,DS233162,
supercont3.1351,DS233163,DS233163,
supercont3.1352,DS233164,DS233164,
supercont3.1353,DS233165,DS233165,
supercont3.1354,DS233166,DS233166,
supercont3.1355,DS233167,DS233167,
supercont3.1356,DS233168,DS233168,
supercont3.1357,DS233169,DS233169,
supercont3.1358,DS233170,DS233170,
supercont3.1359,DS233171,DS233171,
supercont3.136,DS231948,DS231948,
supercont3.1360,DS233172,DS233172,
supercont3.1361,DS233173,DS233173,
supercont3.1362,DS233174,DS233174,
supercont3.1363,DS233175,DS233175,
supercont3.1364,DS233176,DS233176,
supercont3.1365,DS233177,DS233177,
supercont3.1366,DS233178,DS233178,
supercont3.1367,DS233179,DS233179,
supercont3.1368,DS233180,DS233180,
supercont3.1369,DS233181,DS233181,
supercont3.137,DS231949,DS231949,
supercont3.1370,DS233182,DS233182,
supercont3.1371,DS233183,DS233183,
supercont3.1372,DS233184,DS233184,
supercont3.1373,DS233185,DS233185,
supercont3.1374,DS233186,DS233186,
supercont3.1375,DS233187,DS233187,
supercont3.1376,DS233188,DS233188,
supercont3.1377,DS233189,DS233189,
supercont3.1378,DS233190,DS233190,
supercont3.1379,DS233191,DS233191,
supercont3.138,DS231950,DS231950,
supercont3.1380,DS233192,DS233192,
supercont3.1381,DS233193,DS233193,
supercont3.1382,DS233194,DS233194,
supercont3.1383,DS233195,DS233195,
supercont3.1384,DS233196,DS233196,
supercont3.1385,DS233197,DS233197,
supercont3.1386,DS233198,DS233198,
supercont3.1387,DS233199,DS233199,
supercont3.1388,DS233200,DS233200,
supercont3.1389,DS233201,DS233201,
supercont3.139,DS231951,DS231951,
supercont3.1390,DS233202,DS233202,
supercont3.1391,DS233203,DS233203,
supercont3.1392,DS233204,DS233204,
supercont3.1393,DS233205,DS233205,
supercont3.1394,DS233206,DS233206,
supercont3.1395,DS233207,DS233207,
supercont3.1396,DS233208,DS233208,
supercont3.1397,DS233209,DS233209,
supercont3.1398,DS233210,DS233210,
supercont3.1399,DS233211,DS233211,
supercont3.14,DS231826,DS231826,
supercont3.140,DS231952,DS231952,
supercont3.1400,DS233212,DS233212,
supercont3.1401,DS233213,DS233213,
supercont3.1402,DS233214,DS233214,
supercont3.1403,DS233215,DS233215,
supercont3.1404,DS233216,DS233216,
supercont3.1405,DS233217,DS233217,
supercont3.1406,DS233218,DS233218,
supercont3.1407,DS233219,DS233219,
supercont3.1408,DS233220,DS233220,
supercont3.1409,DS233221,DS233221,
supercont3.141,DS231953,DS231953,
supercont3.1410,DS233222,DS233222,
supercont3.1411,DS233223,DS233223,
supercont3.1412,DS233224,DS233224,
supercont3.1413,DS233225,DS233225,
supercont3.1414,DS233226,DS233226,
