current seq_region name,new seq_region name,INSDC accession,Notes
scaffold_00252,KE389137,KE389137,
scaffold_00253,ALPR02008288,ALPR02008288,
scaffold_00254,KE389138,KE389138,
scaffold_00255,KE389139,KE389139,
scaffold_00256,KE389140,KE389140,
scaffold_00257,KE389141,KE389141,
scaffold_00258,ALPR02008305,ALPR02008305,
scaffold_00259,KE389142,KE389142,
scaffold_00260,KE389143,KE389143,
scaffold_00261,ALPR02008313,ALPR02008313,
scaffold_00262,KE389144,KE389144,
scaffold_00263,KE389145,KE389145,
scaffold_00264,KE389146,KE389146,
scaffold_00265,KE389147,KE389147,
scaffold_00266,KE389148,KE389148,
scaffold_00267,KE389149,KE389149,
scaffold_00268,KE389150,KE389150,
scaffold_00269,KE389151,KE389151,
scaffold_00270,KE389152,KE389152,
scaffold_00271,KE389153,KE389153,
scaffold_00272,KE389154,KE389154,
scaffold_00273,KE389155,KE389155,
scaffold_00274,KE389156,KE389156,
scaffold_00275,KE389157,KE389157,
scaffold_00276,KE389158,KE389158,
scaffold_00277,KE389159,KE389159,
scaffold_00278,ALPR02008363,ALPR02008363,
scaffold_00279,ALPR02008364,ALPR02008364,
scaffold_00280,KE389160,KE389160,
scaffold_00281,KE389161,KE389161,
scaffold_00282,KE389162,KE389162,
scaffold_00283,KE389163,KE389163,
scaffold_00284,ALPR02008376,ALPR02008376,
scaffold_00285,KE389164,KE389164,
scaffold_00286,KE389165,KE389165,
scaffold_00287,KE389166,KE389166,
scaffold_00288,KE389167,KE389167,
scaffold_00289,KE389168,KE389168,
scaffold_00290,KE389169,KE389169,
scaffold_00291,KE389170,KE389170,
scaffold_00292,ALPR02008395,ALPR02008395,
scaffold_00293,KE389171,KE389171,
scaffold_00294,KE389172,KE389172,
scaffold_00295,KE389173,KE389173,
scaffold_00296,ALPR02008406,ALPR02008406,
scaffold_00297,KE389174,KE389174,
scaffold_00298,ALPR02008410,ALPR02008410,
scaffold_00299,KE389175,KE389175,
scaffold_00300,KE389176,KE389176,
scaffold_00301,ALPR02008415,ALPR02008415,
scaffold_00302,KE389177,KE389177,
scaffold_00303,KE389178,KE389178,
scaffold_00304,KE389179,KE389179,
scaffold_00305,KE389180,KE389180,
scaffold_00306,KE389181,KE389181,
scaffold_00307,KE389182,KE389182,
scaffold_00308,KE389183,KE389183,
scaffold_00309,ALPR02008436,ALPR02008436,
scaffold_00310,KE389184,KE389184,
scaffold_00311,KE389185,KE389185,
scaffold_00312,KE389186,KE389186,
scaffold_00313,KE389187,KE389187,
scaffold_00314,ALPR02008445,ALPR02008445,
scaffold_00315,KE389188,KE389188,
scaffold_00316,ALPR02008448,ALPR02008448,
scaffold_00317,KE389189,KE389189,
scaffold_00318,KE389190,KE389190,
scaffold_00319,KE389191,KE389191,
scaffold_00320,KE389192,KE389192,
scaffold_00321,KE389193,KE389193,
scaffold_00322,ALPR02008460,ALPR02008460,
scaffold_00323,KE389194,KE389194,
scaffold_00324,ALPR02008463,ALPR02008463,
scaffold_00325,KE389195,KE389195,
scaffold_00326,ALPR02008466,ALPR02008466,
scaffold_00327,KE389196,KE389196,
scaffold_00328,ALPR02008469,ALPR02008469,
scaffold_00329,KE389197,KE389197,
scaffold_00330,ALPR02008472,ALPR02008472,
scaffold_00331,KE389198,KE389198,
scaffold_00332,ALPR02008475,ALPR02008475,
scaffold_00333,ALPR02008476,ALPR02008476,
scaffold_00334,KE389199,KE389199,
scaffold_00335,ALPR02008480,ALPR02008480,
scaffold_00336,ALPR02008481,ALPR02008481,
scaffold_00337,KE389200,KE389200,
scaffold_00338,KE389201,KE389201,
scaffold_00339,KE389202,KE389202,
scaffold_00340,ALPR02008489,ALPR02008489,
scaffold_00341,KE389203,KE389203,
scaffold_00342,KE389204,KE389204,
scaffold_00343,KE389205,KE389205,
scaffold_00344,KE389206,KE389206,
scaffold_00345,KE389207,KE389207,
scaffold_00346,KE389208,KE389208,
scaffold_00347,ALPR02008504,ALPR02008504,
scaffold_00348,KE389209,KE389209,
scaffold_00349,KE389210,KE389210,
scaffold_00350,KE389211,KE389211,
scaffold_00351,KE389212,KE389212,
scaffold_00352,KE389213,KE389213,
scaffold_00353,ALPR02008515,ALPR02008515,
scaffold_00354,KE389214,KE389214,
scaffold_00355,KE389215,KE389215,
scaffold_00356,KE389216,KE389216,
scaffold_00357,ALPR02008524,ALPR02008524,
scaffold_00358,KE389217,KE389217,
scaffold_00359,KE389218,KE389218,
scaffold_00360,KE389219,KE389219,
scaffold_00361,KE389220,KE389220,
scaffold_00362,KE389221,KE389221,
scaffold_00363,KE389222,KE389222,
scaffold_00364,ALPR02008537,ALPR02008537,
